Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,070920,"Vegetables; asparagus, fresh or chilled",8,Weight in kilograms,685895,,,,685895,,1017587,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,300,Greece,GRC,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,1586,,,,1586,,10800,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,348,Hungary,HUN,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,1239347,,,,1239347,,1734936,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,381,Italy,ITA,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,62925,,,,62925,,204391,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,398,Kazakhstan,KAZ,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,16950,,,,16950,,4931,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,417,Kyrgyzstan,KGZ,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,6883523,,,,6883523,,5684934,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,450,Madagascar,MDG,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,21500,,,,21500,,32035,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,454,Malawi,MWI,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,1020,,,,1020,,2496,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,528,Netherlands,NLD,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,33808,,,,33808,,151235,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,554,New Zealand,NZL,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,4967,,,,4967,,8744,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,586,Pakistan,PAK,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,2000,,,,2000,,12140,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,604,Peru,PER,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,48200,,,,48200,,41230,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,616,Poland,POL,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,19905,,,,19905,,50893,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,642,Romania,ROU,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,18049,,,,18049,,28423,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,699,India,IND,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,141608,,,,141608,,227021,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,703,Slovakia,SVK,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,513,,,,513,,698,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,704,Viet Nam,VNM,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,72505,,,,72505,,59039,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,752,Sweden,SWE,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,20000,,,,20000,,19950,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,762,Tajikistan,TJK,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,21963,,,,21963,,8263,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,764,Thailand,THA,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,816,,,,816,,1912,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,784,United Arab Emirates,ARE,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,1012,,,,1012,,2248,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,792,Turkey,TUR,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,1305732,,,,1305732,,1231957,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,804,Ukraine,UKR,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,281100,,,,281100,,242441,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,826,United Kingdom,GBR,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,27391,,,,27391,,40970,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,834,United Rep. of Tanzania,TZA,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,10560,,,,10560,,62047,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,842,USA,USA,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,3061647,,,,3061647,,3475937,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",8,Weight in kilograms,2158258,,,,2158258,,2397754,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,724,Spain,ESP,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,3175391,,,,3175391,,3263580,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,826,United Kingdom,GBR,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,335270,,,,335270,,342728,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,61619825,,,,61619825,,76214384,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,112,Belarus,BLR,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,18487634,,,,18487634,,12323855,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,156,China,CHN,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,879697,,,,879697,,1226533,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,211,,,,211,,305,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,381,Italy,ITA,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,565,,,,565,,1122,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,408,Dem. People's Rep. of Korea,PRK,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,96,,,,96,,141,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,410,Rep. of Korea,KOR,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,747,,,,747,,5217,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,440,Lithuania,LTU,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,79424,,,,79424,,145184,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,528,Netherlands,NLD,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,26277,,,,26277,,40306,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,616,Poland,POL,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,42145077,,,,42145077,,62471585,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,620,Portugal,PRT,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,7,,,,7,,8,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,764,Thailand,THA,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,89,,,,89,,127,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,166024622,,,,166024622,,243828219,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,8,Albania,ALB,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,4682,,,,4682,,6138,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,36,Australia,AUS,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,20,,,,20,,65,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,51,Armenia,ARM,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,67838,,,,67838,,99991,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,56,Belgium,BEL,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,1903597,,,,1903597,,4030199,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,76,Brazil,BRA,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,7,,,,7,,9,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,112,Belarus,BLR,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,2883235,,,,2883235,,2377025,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,152,Chile,CHL,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,2262,,,,2262,,2407,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,156,China,CHN,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,26565811,,,,26565811,,31688584,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,214,Dominican Rep.,DOM,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,22,,,,22,,17,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,218,Ecuador,ECU,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,1100,,,,1100,,2310,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,14671,,,,14671,,36505,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,300,Greece,GRC,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,19858,,,,19858,,32869,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,348,Hungary,HUN,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,2100,,,,2100,,2462,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,360,Indonesia,IDN,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,2,,,,2,,1,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,364,Iran,IRN,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,577227,,,,577227,,699915,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,376,Israel,ISR,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,80259664,,,,80259664,,112107855,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,381,Italy,ITA,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,6833,,,,6833,,10018,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,392,Japan,JPN,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,291,,,,291,,2021,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,398,Kazakhstan,KAZ,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,150550,,,,150550,,126628,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,400,Jordan,JOR,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,883522,,,,883522,,1525938,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,404,Kenya,KEN,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,145,,,,145,,144,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,410,Rep. of Korea,KOR,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,1632,,,,1632,,2594,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,484,Mexico,MEX,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,581,,,,581,,605,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,504,Morocco,MAR,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,2677355,,,,2677355,,3299325,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,528,Netherlands,NLD,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,19959148,,,,19959148,,42502419,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,586,Pakistan,PAK,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,12,,,,12,,57,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,604,Peru,PER,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,275,,,,275,,279,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,616,Poland,POL,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,8502319,,,,8502319,,9487365,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,620,Portugal,PRT,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,724,,,,724,,1520,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,686,Senegal,SEN,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,17,,,,17,,13,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,688,Serbia,SRB,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,31114,,,,31114,,35415,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,842,USA,USA,,,,,,,,070959,"Vegetables; truffles and mushrooms (other than of the genus Agaricus), fresh or chilled",8,Weight in kilograms,2,,,,2,,84,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,764,Thailand,THA,,,,,,,,070959,"Vegetables; truffles and mushrooms (other than of the genus Agaricus), fresh or chilled",8,Weight in kilograms,9003,,,,9003,,55572,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,620,Portugal,PRT,,,,,,,,070959,"Vegetables; truffles and mushrooms (other than of the genus Agaricus), fresh or chilled",8,Weight in kilograms,10,,,,10,,153,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,528,Netherlands,NLD,,,,,,,,070959,"Vegetables; truffles and mushrooms (other than of the genus Agaricus), fresh or chilled",8,Weight in kilograms,9577,,,,9577,,95306,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,410,Rep. of Korea,KOR,,,,,,,,070959,"Vegetables; truffles and mushrooms (other than of the genus Agaricus), fresh or chilled",8,Weight in kilograms,17795,,,,17795,,51243,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,392,Japan,JPN,,,,,,,,070959,"Vegetables; truffles and mushrooms (other than of the genus Agaricus), fresh or chilled",8,Weight in kilograms,153,,,,153,,1394,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,381,Italy,ITA,,,,,,,,070959,"Vegetables; truffles and mushrooms (other than of the genus Agaricus), fresh or chilled",8,Weight in kilograms,175,,,,175,,28338,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,070959,"Vegetables; truffles and mushrooms (other than of the genus Agaricus), fresh or chilled",8,Weight in kilograms,14,,,,14,,2000,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,156,China,CHN,,,,,,,,070959,"Vegetables; truffles and mushrooms (other than of the genus Agaricus), fresh or chilled",8,Weight in kilograms,48150,,,,48150,,94177,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,112,Belarus,BLR,,,,,,,,070959,"Vegetables; truffles and mushrooms (other than of the genus Agaricus), fresh or chilled",8,Weight in kilograms,3208380,,,,3208380,,2608254,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,56,Belgium,BEL,,,,,,,,070959,"Vegetables; truffles and mushrooms (other than of the genus Agaricus), fresh or chilled",8,Weight in kilograms,1,,,,1,,7,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,070959,"Vegetables; truffles and mushrooms (other than of the genus Agaricus), fresh or chilled",8,Weight in kilograms,3293260,,,,3293260,,2936527,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,616,Poland,POL,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,496152,,,,496152,,533747,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,528,Netherlands,NLD,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,515855,,,,515855,,590649,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,381,Italy,ITA,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,89668,,,,89668,,93343,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,376,Israel,ISR,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,9893084,,,,9893084,,11534053,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,276,Germany,DEU,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,1749426,,,,1749426,,1827278,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,196,Cyprus,CYP,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,3964,,,,3964,,16552,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,156,China,CHN,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,698912,,,,698912,,690626,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,112,Belarus,BLR,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,124023,,,,124023,,104917,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,56,Belgium,BEL,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,465002,,,,465002,,585890,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,40,Austria,AUT,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,2140,,,,2140,,2247,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,31,Azerbaijan,AZE,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,8041,,,,8041,,11257,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,17556926,,,,17556926,,19596866,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,16173,,,,16173,,21354,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,818,Egypt,EGY,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,6430,,,,6430,,21362,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,792,Turkey,TUR,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,4173858,,,,4173858,,6802733,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,788,Tunisia,TUN,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,395,,,,395,,691,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,764,Thailand,THA,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,1155,,,,1155,,4188,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,762,Tajikistan,TJK,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,1000,,,,1000,,1320,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,724,Spain,ESP,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,12627408,,,,12627408,,23591322,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,710,South Africa,ZAF,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,1795,,,,1795,,2233,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,699,India,IND,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,13,,,,13,,19,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,616,Poland,POL,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,397957,,,,397957,,603569,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,528,Netherlands,NLD,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,4768671,,,,4768671,,9053976,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,504,Morocco,MAR,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,73676,,,,73676,,125969,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,404,Kenya,KEN,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,351,,,,351,,556,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,398,Kazakhstan,KAZ,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,1750,,,,1750,,117,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,381,Italy,ITA,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,40948,,,,40948,,83673,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,376,Israel,ISR,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,677841,,,,677841,,1251326,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,364,Iran,IRN,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,138968,,,,138968,,223738,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,300,Greece,GRC,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,12535,,,,12535,,13326,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,196,Cyprus,CYP,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,305,,,,305,,1187,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,156,China,CHN,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,3819742,,,,3819742,,5902640,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,112,Belarus,BLR,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,1694635,,,,1694635,,1390222,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,56,Belgium,BEL,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,506770,,,,506770,,1011657,,,0
H4,2013,2013,2013,6,1,1,Import,643,Russian Federation,RUS,51,Armenia,ARM,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,61169,,,,61169,,109461,,,0
